,Change_Perc,Close,Forecast,High_Low_Change,Price_After_Month,Volume
2017-05-01,4.347826086956526,4.8,,2.0833333333333446,6.25,1480709.0
2017-05-02,1.0752688172042972,4.7,,3.1914893617021165,6.3,565808.0
2017-05-03,0.0,4.6,,4.347826086956526,6.35,500743.0
2017-05-04,1.086956521739146,4.65,,1.0752688172042972,6.2,261794.0
2017-05-05,2.1505376344085945,4.75,,2.1052631578947296,6.4,635729.0
2017-05-08,2.1052631578947296,4.85,,4.12371134020619,6.35,1066284.0
2017-05-09,5.10204081632653,5.15,,2.524271844660192,6.4,1712930.0
2017-05-10,4.9504950495049505,5.3,,1.8867924528301987,6.55,755177.0
2017-05-11,1.8867924528301987,5.4,,0.0,6.6,573752.0
2017-05-12,2.857142857142864,5.4,,1.8518518518518452,6.3,703646.0
2017-05-15,0.9174311926605472,5.5,,1.818181818181812,6.15,463801.0
2017-05-16,-2.7027027027026933,5.4,,3.7037037037036904,6.15,619534.0
2017-05-17,-0.943396226415091,5.25,,3.809523809523813,6.0,513636.0
2017-05-18,0.9615384615384581,5.25,,2.857142857142864,6.05,315483.0
2017-05-19,0.943396226415091,5.35,,0.9345794392523498,5.85,293710.0
2017-05-22,1.904761904761898,5.35,,0.9345794392523498,5.95,231505.0
2017-05-23,0.0,5.3,,2.264150943396228,5.75,495374.0
2017-05-24,-0.952380952380949,5.2,,3.8461538461538494,5.9,1083033.0
2017-05-25,0.9708737864077635,5.2,,1.9230769230769162,5.95,1184701.0
2017-05-26,1.9230769230769162,5.3,,6.60377358490567,6.0,1340963.0
2017-05-30,-0.943396226415091,5.25,,1.904761904761898,6.0,954535.0
2017-05-31,1.8867924528301987,5.4,,0.0,6.05,432852.0
2017-06-01,0.0,5.45,,1.8348623853210944,6.05,454401.0
2017-06-02,0.0,5.45,,1.8348623853210944,6.05,262032.0
2017-06-05,1.8518518518518452,5.5,,1.818181818181812,6.1,497161.0
2017-06-06,1.818181818181812,5.6,,1.7857142857142954,6.25,522541.0
2017-06-07,-1.7699115044247882,5.55,,2.3423423423423406,6.25,232293.0
2017-06-08,1.818181818181812,5.6,,0.0,6.25,309382.0
2017-06-09,-5.357142857142854,5.3,,6.226415094339624,5.95,693845.0
2017-06-12,10.185185185185182,5.95,,0.0,5.65,2291960.0
2017-06-13,5.042016806722685,6.25,,1.5999999999999945,5.5,1931647.0
2017-06-14,0.0,6.3,,3.968253968253968,5.55,1723131.0
2017-06-15,1.5999999999999945,6.35,,0.7874015748031609,4.45,1460354.0
2017-06-16,-0.7999999999999973,6.2,,4.838709677419352,4.52,4478343.0
2017-06-19,1.5873015873015959,6.4,,0.31249999999999334,4.55,1245882.0
2017-06-20,-1.5503875968992331,6.35,,2.362204724409455,4.55,849468.0
2017-06-21,0.7874015748031609,6.4,,0.7812499999999972,4.35,439419.0
2017-06-22,1.5503875968992191,6.55,,0.0,4.4,891081.0
2017-06-23,0.0,6.6,,2.7272727272727364,4.32,1721655.0
2017-06-26,-4.545454545454543,6.3,,7.142857142857145,4.1,699026.0
2017-06-27,-2.3809523809523725,6.15,,4.878048780487801,4.05,918364.0
2017-06-28,0.0,6.15,,2.4390243902438935,3.9,589090.0
2017-06-29,-2.439024390243908,6.0,,3.333333333333336,3.95,534459.0
2017-06-30,0.8333333333333304,6.05,,0.0,3.9,576191.0
2017-07-03,-3.305785123966945,5.85,,3.4188034188034218,3.9,253685.0
2017-07-05,2.5862068965517304,5.95,,0.0,3.95,418228.0
2017-07-06,-1.7094017094017033,5.75,,2.6086956521739193,3.9,340011.0
2017-07-07,2.6086956521739193,5.9,,0.8474576271186409,3.9,358708.0
2017-07-10,0.8474576271186409,5.95,,1.680672268907557,3.85,717583.0
2017-07-11,0.0,6.0,,4.166666666666666,3.85,963478.0
2017-07-12,-2.439024390243908,6.0,,3.333333333333336,3.9,1015536.0
2017-07-13,0.8333333333333304,6.05,,0.8264462809917326,3.9,610906.0
2017-07-14,0.0,6.05,,1.6528925619834798,3.8,419604.0
2017-07-14,,,5.2517826529426355,,,
2017-07-15,,,5.2702872349474195,,,
2017-07-16,,,5.340878861982761,,,
2017-07-17,,,5.332547978803211,,,
2017-07-18,,,5.23093892585838,,,
2017-07-19,,,5.1977967386956765,,,
2017-07-20,,,5.023136925233138,,,
2017-07-21,,,5.401822406380421,,,
2017-07-22,,,5.587997119928366,,,
2017-07-23,,,5.45395785040099,,,
2017-07-24,,,4.343846826531024,,,
2017-07-25,,,5.5376470847056805,,,
2017-07-26,,,5.767083820193304,,,
2017-07-27,,,5.913864534299447,,,
2017-07-28,,,5.788132938636137,,,
2017-07-29,,,5.7076788636428155,,,
2017-07-30,,,6.2063872648615,,,
2017-07-31,,,5.8141143872237855,,,
2017-08-01,,,5.785203695796964,,,
2017-08-02,,,5.674377417208379,,,
2017-08-03,,,5.461143974724491,,,
2017-08-04,,,5.640121236315002,,,
2017-08-05,,,5.520967781378561,,,
2017-08-06,,,5.4920093618446595,,,
2017-08-07,,,5.601857759652184,,,
2017-08-08,,,5.5044602080348985,,,
2017-08-09,,,5.686444405101033,,,
2017-08-10,,,5.461058131922432,,,
2017-08-11,,,5.540376272198921,,,
2017-08-12,,,5.683308839706449,,,
2017-08-12,,,5.2517826529426355,,,
2017-08-13,,,5.2702872349474195,,,
2017-08-14,,,5.340878861982761,,,
2017-08-15,,,5.332547978803211,,,
2017-08-16,,,5.23093892585838,,,
2017-08-17,,,5.1977967386956765,,,
2017-08-18,,,5.023136925233138,,,
2017-08-19,,,5.401822406380421,,,
2017-08-20,,,5.587997119928366,,,
2017-08-21,,,5.45395785040099,,,
2017-08-22,,,4.343846826531024,,,
2017-08-23,,,5.5376470847056805,,,
2017-08-24,,,5.767083820193304,,,
2017-08-25,,,5.913864534299447,,,
2017-08-26,,,5.788132938636137,,,
2017-08-27,,,5.7076788636428155,,,
2017-08-28,,,6.2063872648615,,,
2017-08-29,,,5.8141143872237855,,,
2017-08-30,,,5.785203695796964,,,
2017-08-31,,,5.674377417208379,,,
2017-09-01,,,5.461143974724491,,,
2017-09-02,,,5.640121236315002,,,
2017-09-03,,,5.520967781378561,,,
2017-09-04,,,5.4920093618446595,,,
2017-09-05,,,5.601857759652184,,,
2017-09-06,,,5.5044602080348985,,,
2017-09-07,,,5.686444405101033,,,
2017-09-08,,,5.461058131922432,,,
2017-09-09,,,5.540376272198921,,,
2017-09-10,,,5.683308839706449,,,
